[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-16 05:05:45] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-16 05:05:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544\
[2024-11-16 05:05:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/youtube/
[2024-11-16 05:05:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:56] [class-ss-page.php:119] Checking Content Identical:260aa4e21ac1c4a61777d045b66e3c964881a429===. Value: FALSE
[2024-11-16 05:05:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-16 05:05:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 677
[2024-11-16 05:05:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382834f308c-W7LuvP.tmp
[2024-11-16 05:05:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=361
[2024-11-16 05:05:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=361
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 89493 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382834f308c-W7LuvP.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:7daa62aee2ec7a6b5b01ced9205172e9b6255926===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382835036a9-Qj1lF2.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=362
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=362
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 36209 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382835036a9-Qj1lF2.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:e8b354ee5b059e1cb4bdc6237d74c7cdf568476e===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283507bcf-O6NYvl.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=363
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=363
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283507bcf-O6NYvl.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828350bef1-Pck0Ml.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=364
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=364
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 89948 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828350bef1-Pck0Ml.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:7197ce1f64e17f1bb41b86c2e40104a619e9720a===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283510a1f-nCvzQO.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=365
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=365
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 232171 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283510a1f-nCvzQO.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:96580b7eeedf0874fe8353b9a0601b4048e4320d===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283515c4f-MQqcvM.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js?simply_static_page=366
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js?simply_static_page=366
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 30330 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283515c4f-MQqcvM.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:622ed839e8f49bc43492bb7ef077c11e4f0c8171===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828351a1b9-Orc6W9.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js?simply_static_page=367
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js?simply_static_page=367
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 52987 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828351a1b9-Orc6W9.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:ee346b1fcdeb9fa1342b087ad657962dcd09d1d4===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828351e795-DByjUi.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=368
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=368
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 12454 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828351e795-DByjUi.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:570c6b0b8c77df6c647e7deecc233ac58147d94e===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283522efd-1USnOX.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=369
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=369
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 6217 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283522efd-1USnOX.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:063baf09491a5a17b932e36038bae2f3d62bde3c===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382835274f3-WDOq5g.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js?simply_static_page=370
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js?simply_static_page=370
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 18666 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382835274f3-WDOq5g.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:aa828a8e4234817d5e0e7743b73ab3c9fc45e2aa===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283535565-42iYHV.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js?simply_static_page=371
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js?simply_static_page=371
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 10023 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283535565-42iYHV.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:fb77c84d6b8867e04287524fb41861dec12a5a43===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283539505-8EwYBk.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=372
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=372
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 26959 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283539505-8EwYBk.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:1c1383b44495d0befbbe41e8a7170426ba5fd333===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828353d5b6-yLmjIl.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=373
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.min.js?simply_static_page=373
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:103] Filesize: 12555 bytes
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828353d5b6-yLmjIl.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:57] [class-ss-page.php:119] Checking Content Identical:0ebb35e6ecd71f9bd1db2e731c9197860c57d842===. Value: FALSE
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-16 05:05:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 677
[2024-11-16 05:05:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283541555-XNd9Eq.tmp
[2024-11-16 05:05:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt?simply_static_page=374
